WKT,name,description
"POLYGON ((106.8163442 -6.3050111, 106.8162154 -6.3056509, 106.816945 -6.3071439, 106.8165588 -6.307869, 106.8160009 -6.3080396, 106.8157434 -6.3099165, 106.8163013 -6.3107269, 106.8175887 -6.3103004, 106.8176317 -6.3148645, 106.8165159 -6.3151631, 106.8164729 -6.3163147, 106.8183183 -6.3162721, 106.8190049 -6.3167839, 106.81849 -6.3174664, 106.8232106 -6.3174238, 106.8238115 -6.317765, 106.8247556 -6.3177223, 106.8253993 -6.3114094, 106.8264722 -6.3112388, 106.8269443 -6.3087221, 106.8244981 -6.3083809, 106.8245839 -6.3064614, 106.8229961 -6.3064614, 106.8226527 -6.3068026, 106.8201637 -6.3066747, 106.8205499 -6.3057362, 106.8198633 -6.3059922, 106.8163442 -6.3050111))",ragunan,
