WKT,name,description
"POLYGON ((106.8834149 -6.2990254, 106.8834149 -6.3026512, 106.8843161 -6.3035043, 106.8869339 -6.3049119, 106.8906675 -6.3052958, 106.8927275 -6.3065755, 106.8968044 -6.3062343, 106.898564 -6.30713, 106.9001948 -6.305765, 106.9021259 -6.3059357, 106.9009243 -6.3081111, 106.9018685 -6.310969, 106.9041001 -6.3111396, 106.9049154 -6.309604, 106.9051729 -6.3075992, 106.9059883 -6.304528, 106.9059883 -6.2997079, 106.9025122 -6.2994093, 106.9017826 -6.2991534, 106.9008385 -6.2989827, 106.8941008 -6.2988548, 106.8921696 -6.2988548, 106.8887364 -6.2987268, 106.8859898 -6.2992387, 106.8834149 -6.2990254))",taman mini indonesia indah,
