WKT,name,description
"POLYGON ((106.8509005 -6.2327628, 106.8505357 -6.2333601, 106.8506215 -6.2339573, 106.8507288 -6.2345332, 106.8523167 -6.2354718, 106.8526171 -6.2362824, 106.8516729 -6.2399086, 106.8526385 -6.2421269, 106.8539045 -6.2420416, 106.8530677 -6.2408045, 106.8529389 -6.2398872, 106.8531964 -6.2387567, 106.8536256 -6.236773, 106.8533037 -6.2347039, 106.8528531 -6.2347892, 106.8525098 -6.2335094, 106.8514369 -6.2335947, 106.8512867 -6.2330614, 106.8509005 -6.2327628))",tebet echo park,
