WKT,name,description
"POLYGON ((106.7983236 -6.2146095, 106.7976799 -6.2156334, 106.7963066 -6.2156334, 106.7958774 -6.2161454, 106.7955341 -6.2170413, 106.796607 -6.2175106, 106.7966928 -6.2185345, 106.7956628 -6.2187905, 106.7949762 -6.22327, 106.795577 -6.2236113, 106.7956628 -6.2242939, 106.7949333 -6.2252325, 106.7952766 -6.2268963, 106.7949333 -6.2275789, 106.7960062 -6.2279629, 106.7963066 -6.2268963, 106.7983236 -6.2261711, 106.7983665 -6.2208383, 106.8029584 -6.2225448, 106.8048038 -6.2247632, 106.8089237 -6.2221182, 106.8083229 -6.2214782, 106.8083229 -6.2159321, 106.8062629 -6.2156334, 106.8062629 -6.2144815, 106.8062629 -6.2135429, 106.8061342 -6.2128176, 106.7983236 -6.2146095))",gelora bung karno,
