WKT,name,description
"POLYGON ((106.8235206 -6.1714848, 106.8232845 -6.1717301, 106.8230485 -6.1798367, 106.8233704 -6.1801993, 106.8237995 -6.180434, 106.8309879 -6.180178, 106.8310951 -6.1797513, 106.830902 -6.1793034, 106.830387 -6.178834, 106.8306874 -6.1784927, 106.8298721 -6.1776394, 106.829915 -6.1770421, 106.8299364 -6.1761034, 106.8299579 -6.1754527, 106.8300652 -6.1751541, 106.8299364 -6.1738101, 106.8297862 -6.1734687, 106.8294858 -6.1732981, 106.829121 -6.1730421, 106.8290996 -6.1727221, 106.8291854 -6.1724021, 106.8291854 -6.1721034, 106.8291639 -6.1717621, 106.8289279 -6.1715061, 106.8248939 -6.1714848, 106.8240356 -6.1715061, 106.8235206 -6.1714848))",taman monas,
